app_id,about_the_game,achievements_total,background_image,coming_soon,content_descriptors,controller_support,detailed_description,developer,developers,discount_percent,dlc_count,dlc_list,first_movie_url,first_screenshot_url,header_image,legal_notice,metacritic_score,metacritic_url,movies_count,name,package_groups,pc_requirements_min,pc_requirements_rec,platforms_linux,platforms_mac,platforms_windows,price_currency,price_final,price_initial,price_usd_final,price_usd_original,publisher,publishers,recommendations,recommendations_total,release_date,required_age,screenshots_count,short_description,steam_url,support_email,support_url,supported_languages,type,website,steamspy_name,steamspy_developer,steamspy_publisher,steamspy_positive,steamspy_negative,steamspy_owners,steamspy_ccu,steamspy_owners_low,steamspy_owners_high,steamspy_owners_mid,genres_Action,genres_Adventure,genres_Animation & Modeling,genres_Audio Production,genres_Casual,genres_Design & Illustration,genres_Early Access,genres_Education,genres_Free To Play,genres_Game Development,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Utilities,platforms_linux.1,platforms_mac.1,platforms_windows.1,categories_Captions available,categories_Co-op,categories_Commentary available,categories_Cross-Platform Multiplayer,categories_Family Sharing,categories_Full controller support,categories_HDR available,categories_In-App Purchases,categories_Includes Source SDK,categories_Includes level editor,categories_LAN Co-op,categories_LAN PvP,categories_MMO,categories_Multi-player,categories_Online Co-op,categories_Online PvP,categories_Partial Controller Support,categories_PvP,categories_Remote Play Together,categories_Remote Play on Phone,categories_Remote Play on TV,categories_Remote Play on Tablet,categories_Shared/Split Screen,categories_Shared/Split Screen Co-op,categories_Shared/Split Screen PvP,categories_Single-player,categories_Stats,categories_Steam Achievements,categories_Steam Cloud,categories_Steam Leaderboards,categories_Steam Timeline,categories_Steam Trading Cards,categories_Steam Workshop,categories_Tracked Controller Support,categories_VR Only,categories_VR Supported,steamspy_score_rank,steamspy_average_playtime,steamspy_median_playtime,steamspy_players_forever,steamspy_players_2weeks
1237040,"A Gay Prison Visual Novel Dating Sim! Earthling Miguel Santos has been sentenced to life at Alpha Hole, a notorious space prison.  His survival depends on using his charms to convince a powerful ally to protect him. A gigantic seven route hardcore gay dating sim loaded with animated scenes!<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/VerBounceAni.gif?t=1738203804"" /><br><br><ul class=""bb_ul""><li>A Dynamic Visual Novel Dating Sim of 300,000 Words!<br></li><li>6 Super-Sexy Adults-Only Routes<br></li><li>135 Animated Sex Scenes!<br></li><li>Threesome Options in Every Route!<br></li><li>75 Endings, Including Demo Endings<br></li><li>400+ Gorgeous CGs<br></li><li>An Intricate 'All Choices Matter' Stats System <br></li><li>Partial Voice Acting<br></li><li>Pressing 'v' on your keyboard activates AutoVoice, and will have all game text read out loud to you <br></li><li>All Love Interests Versatile!<br></li><li>24 Exclusive Music Tracks </li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/MiguelTemplate.png?t=1738203804"" /><br>Partial voice acting by Pyreprince (Chihuahua in Mister Versatile)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Rintimber.png?t=1738203804"" /><br>Partial voice acting by Kiba Walker (Camp Buddy, Full Service, Mister Versatile, Morningdew Farms, and To Trust an Incubus)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Maximus.png?t=1738203804"" /><br>Partial voice acting by Sean Chiplock (Full Service, To Trust an Incubus, Spiderman: Miles Morales, The Last of Us II) <br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Vizgoth.png?t=1738203804"" /><br>Partial voice acting by Khristopher Padua<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/reaver.png?t=1738203804"" /><br>Patial voice acting by Sean Chiplock (Mornindew Farms, Mister Versatile, One Punch Man, Persona 5, Demon Slayer)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Rexillator.png?t=1738203804"" /><br>Partial voice acting by Nathan Matthews (To Trust an Incubus, The Yaoikuza)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/xenoskar.png?t=1738203804"" /><br>Partial voice acting by Bryce Chadwell (Morningdew Farms)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/verataz.png?t=1738203804"" /><br>Partial voice acting by L. Alphonso<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/harsen.png?t=1738203804"" /><br>Partial voice acting by Khristopher Padua<br><br>Other voices include Steve 'Warky' Nunez as Johan (Camp Buddy, Full Service, To Trust an Incubus, Mornindew Farms, Ishida and Asakura), Cole Feuchter, Preston Cowley, Reece Bridger, Riley Moore, Ryan Hoyle, Terrance Drye, and Steven Aries.",84.0,https://store.akamai.steamstatic.com/images/storepagebackground/app/1237040?t=1738203804,False,"1, 2, 3, 5, 4",,"A Gay Prison Visual Novel Dating Sim! Earthling Miguel Santos has been sentenced to life at Alpha Hole, a notorious space prison.  His survival depends on using his charms to convince a powerful ally to protect him. A gigantic seven route hardcore gay dating sim loaded with animated scenes!<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/VerBounceAni.gif?t=1738203804"" /><br><br><ul class=""bb_ul""><li>A Dynamic Visual Novel Dating Sim of 300,000 Words!<br></li><li>6 Super-Sexy Adults-Only Routes<br></li><li>135 Animated Sex Scenes!<br></li><li>Threesome Options in Every Route!<br></li><li>75 Endings, Including Demo Endings<br></li><li>400+ Gorgeous CGs<br></li><li>An Intricate 'All Choices Matter' Stats System <br></li><li>Partial Voice Acting<br></li><li>Pressing 'v' on your keyboard activates AutoVoice, and will have all game text read out loud to you <br></li><li>All Love Interests Versatile!<br></li><li>24 Exclusive Music Tracks </li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/MiguelTemplate.png?t=1738203804"" /><br>Partial voice acting by Pyreprince (Chihuahua in Mister Versatile)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Rintimber.png?t=1738203804"" /><br>Partial voice acting by Kiba Walker (Camp Buddy, Full Service, Mister Versatile, Morningdew Farms, and To Trust an Incubus)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Maximus.png?t=1738203804"" /><br>Partial voice acting by Sean Chiplock (Full Service, To Trust an Incubus, Spiderman: Miles Morales, The Last of Us II) <br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Vizgoth.png?t=1738203804"" /><br>Partial voice acting by Khristopher Padua<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/reaver.png?t=1738203804"" /><br>Patial voice acting by Sean Chiplock (Mornindew Farms, Mister Versatile, One Punch Man, Persona 5, Demon Slayer)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/Rexillator.png?t=1738203804"" /><br>Partial voice acting by Nathan Matthews (To Trust an Incubus, The Yaoikuza)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/xenoskar.png?t=1738203804"" /><br>Partial voice acting by Bryce Chadwell (Morningdew Farms)<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/verataz.png?t=1738203804"" /><br>Partial voice acting by L. Alphonso<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/extras/harsen.png?t=1738203804"" /><br>Partial voice acting by Khristopher Padua<br><br>Other voices include Steve 'Warky' Nunez as Johan (Camp Buddy, Full Service, To Trust an Incubus, Mornindew Farms, Ishida and Asakura), Cole Feuchter, Preston Cowley, Reece Bridger, Riley Moore, Ryan Hoyle, Terrance Drye, and Steven Aries.",,Y Press Games,0.0,5.0,"1776020, 1686740, 1639540, 1640200, 1623600",http://video.akamai.steamstatic.com/store_trailers/256780393/movie_max.webm?t=1586473048,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/ss_16e025742aa8147691b26214257ec516b636d690.1920x1080.jpg?t=1738203804,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237040/header.jpg?t=1738203804,Copyright 2020 Y Press Games.  All rights reserved.,,,1.0,"Alpha Hole Prison - A Yaoi, Gay, Bara Visual Novel",default,"<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP System Pack 1<br></li><li><strong>Processor:</strong> 1GHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 600 MB available space<br></li><li><strong>Sound Card:</strong> DirectX or OpenGL compatible card</li></ul>",,True,True,True,USD,29.99,29.99,,,,Y Press Games,,109.0,"May 19, 2021",0,16.0,"A Gay Prison Visual Novel Dating Sim! Earthling Miguel Santos has been sentenced to life at Alpha Hole, a notorious space prison. His survival depends on using his charms to convince a powerful ally to protect him. A gigantic seven route hardcore gay dating sim loaded with animated scenes!",https://store.steampowered.com/app/1237040/,,https://ypressgames.com/support-2/,,game,https://ypressgames.com/alpha-hole-prison/,"Alpha Hole Prison - A Yaoi, Gay, Bara Visual Novel",Y Press Games,Y Press Games,0,0,"0 .. 20,000",3,0.0,20000.0,10000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1237970,0,0.0,0,0,0,0,0,0,Respawn Entertainment,0.0,5.0,0,0,0,0,0,86.0,0,6.0,Titanfall® 2,0,0,0,False,False,True,0,29.99,29.99,0.0,0.0,0,Electronic Arts,0.0,226732.0,"Jun 18, 2020",0,5.0,"Respawn Entertainment gives you the most advanced titan technology in its new, single player campaign &amp; multiplayer experience. Combine &amp; conquer with new titans &amp; pilots, deadlier weapons, &amp; customization and progression systems that help you and your titan flow as one unstoppable killing force.",https://store.steampowered.com/app/1237970/,0,0,0,game,0,Titanfall 2,Respawn Entertainment,Electronic Arts,244356,11657,"5,000,000 .. 10,000,000",1892,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,
1239260,0,0.0,0,0,0,0,0,0,SC Jogos,0.0,1.0,0,0,0,0,0,,0,1.0,Barro F,0,0,0,False,False,True,0,4.99,4.99,0.0,0.0,0,SC Jogos,0.0,1967.0,"Feb 28, 2020",0,6.0,Faster and funnier!,https://store.steampowered.com/app/1239260/,0,0,0,game,0,Barro F,SC Jogos,SC Jogos,1596,308,"200,000 .. 500,000",0,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,,,,,
1240350,"Free trip to the center of our Milky Way galaxy!<br><br>(<strong>Index, Rift, and WMR users:</strong> we are working on getting this working on your headsets and would appreciate any help as we only have a Vive.  We put a discussion our community board about this:  )<br><br>Done by professional astronomers, this VR experience takes you inside one of their NASA supercomputer simulations to within a few light years of Sagittarius A*, the supermassive black hole lurking at the center of our galaxy.  Besides the black hole, the simulation shows one of its important feeding sources: stellar winds that are blown into outer space from stars orbiting the black hole.  These stellar winds slam into each other, heating the wind material to temperatures that are so hot -- tens of millions of degrees -- that they glow in X-rays.  When viewed from Earth, these same X-rays are detected by telescopes in space, in particular NASA's Chandra X-ray Observatory.  The stars and their stellar winds are seen by ground-based telescopes in Chile, among other places, but the only way to get a close up view is to go there yourself in this app!<br><br>In Galactic Center VR, fly around the few-light-year region around Sagittarius A*, seeing the orbiting stars, their stellar winds, and the X-rays they emit.  Or scale down the simulation so everything fits within your VR play area, allowing you to walk around the center of our galaxy.  View the whole simulation in stellar winds only, X-rays only, or both, as well as check out the contribution from just one stellar wind at a time.  There is also a tutorial explaining more about the simulation, which provides non-astronomers some pertinent background information.<br><br>This app was created by astrophysicists at the Instituto de Astrofísica, Pontificia Universidad Católica de Chile, in Santiago.",,,,,,,"Instituto de Astrofísica, PUC de Chile",,,,,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1240350/header.jpg?t=1593627805,,,,,Galactic Center VR,,,,,,,,,,,,"Instituto de Astrofísica, PUC de Chile",,,,"Mar 24, 2020",0,,Explore the center of the Milky Way like never before!,https://store.steampowered.com/app/1240350/,,,"English, Spanish - Latin America",,,Galactic Center VR,"Instituto de Astrofísica, PUC de Chile","Instituto de Astrofísica, PUC de Chile",13,4,"20,000 .. 50,000",0,20000.0,50000.0,35000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
1240810,0,0.0,0,0,0,0,0,0,JAB team,,0.0,0,0,0,0,0,,0,1.0,잭과 콩나무: 숨겨진 이야기,0,0,0,False,False,True,0,,,0.0,0.0,0,JAB team,0.0,,"Apr 22, 2020",0,5.0,"원작 동화 '잭과 콩나무' 를 모티브로 한 게임. 전쟁으로 황폐해진 마을에 살고 있는 잭은, 어느 날 한 마녀로부터 알 수 없는 콩을 받는다. 다음 날, 잭은 마당에 자란 콩나무 줄기를 타고 올라가게 되는데.. 잭은 그곳에서 신비로운 콩나무 성을 탐험하게 된다.",https://store.steampowered.com/app/1240810/,0,0,0,game,0,잭과 콩나무: 숨겨진 이야기,JAB team,JAB team,192,119,"50,000 .. 100,000",0,,,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1241740,0,0.0,0,0,0,0,0,0,Noir Studios,,0.0,0,0,0,0,0,,0,1.0,ENDURE,0,0,0,False,False,True,0,,,0.0,0.0,0,Noir Studios,0.0,,Coming soon,0,3.0,"ENDURE is a randomly generated psychological horror experience, focusing on individual phobias to create the most terrifying experience possible.",https://store.steampowered.com/app/1241740/,0,0,0,game,0,ENDURE,Amari Studios,Hackneyreese Limited ,0,0,"0 .. 20,000",0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,
1242730,0,0.0,0,0,0,0,0,0,NightLightAnimal,,0.0,0,0,0,0,0,,0,1.0,双子树 TwinTrees,0,0,0,False,False,True,0,,,0.0,0.0,0,NightLightAnimal,0.0,,"Mar 2, 2020",0,5.0,Live Danmaku interactive game.,https://store.steampowered.com/app/1242730/,0,0,0,game,0,双子树 TwinTrees,NightLightAnimal,NightLightAnimal,7,2,"20,000 .. 50,000",0,,,,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1244370,0,0.0,0,0,0,0,0,0,VRAIN Labs,0.0,0.0,0,0,0,0,0,,0,1.0,Electronic Squash,0,0,0,False,False,True,0,7.99,7.99,0.0,0.0,0,VRAIN Labs,0.0,,"Apr 29, 2020",0,7.0,‘Electronic Squash VR’ is a game of breaking walls by hitting the ball. ‘Electronic Squash VR’ does not apply actual squash game rules but offers similar sport experience with better visual appearance. Try our futuristic Sport Game in Virtual Reality!,https://store.steampowered.com/app/1244370/,0,0,0,game,0,Electronic Squash,VRAIN Labs,VRAIN Labs,0,1,"0 .. 20,000",0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,,
1246320,0,0.0,0,0,0,0,0,0,Benderite Games,0.0,0.0,0,0,0,0,0,,0,1.0,Euler Wars,0,0,0,False,False,True,0,0.99,0.99,0.0,0.0,0,Benderite Games,0.0,,"Feb 29, 2020",0,7.0,Test your flying and design abilities in this challenging 3D space arcade shooter.,https://store.steampowered.com/app/1246320/,0,0,0,game,0,Euler Wars,Benderite Games,Benderite Games,1,1,"0 .. 20,000",0,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,
1248870,0,0.0,0,0,0,0,0,0,orange,0.0,1.0,0,0,0,0,0,,0,1.0,イヌワシ ～うらぶれ探偵とお嬢様刑事の池袋事件ファイル～,0,0,0,False,True,True,0,14.99,14.99,0.0,0.0,0,orange,0.0,,"Mar 3, 2020",0,9.0,お嬢様刑事とうらぶれ探偵が挑む１７の事件！　池袋を舞台に男女コンビが大活躍！元ギャング執事に天才高校生ハッカーなど個性あふれるキャラクター達と力を合わせて、サスペンスにコメディ、オカルトなど多彩な事件に挑もう！,https://store.steampowered.com/app/1248870/,0,0,0,game,0,イヌワシ ～うらぶれ探偵とお嬢様刑事の池袋事件ファイル～,orange,orange,7,3,"0 .. 20,000",0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1249500,0,0.0,0,0,0,0,0,0,Yume Creations,0.0,1.0,0,0,0,0,0,,0,1.0,Apprehend;Girlfriend,0,0,0,True,False,True,0,4.99,4.99,0.0,0.0,0,Yume Creations,0.0,,"Jun 16, 2020",0,5.0,Apprehend;Girlfriend is a Yuri Visual Novel about two young women living together under the same roof.,https://store.steampowered.com/app/1249500/,0,0,0,game,0,Apprehend;Girlfriend,Yume Creations,Yume Creations,26,7,"0 .. 20,000",0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,
1253940,0,0.0,0,0,0,0,0,0,Knocktwice Games,0.0,0.0,0,0,0,0,0,,0,1.0,Good Goliath,0,0,0,False,False,True,0,19.99,19.99,0.0,0.0,0,Knocktwice Games,0.0,,"Mar 31, 2020",0,5.0,"Good Goliath is an arcade-action game where the player is a giant battling hordes of little foes. With wave-based tower defense gameplay where players are the tower, catch, dodge and throw pitchforks, barrels, and even tiny enemies! Battle armies, mini bosses, and monsters in storybook worlds.",https://store.steampowered.com/app/1253940/,0,0,0,game,0,Good Goliath,Knocktwice Games,Knocktwice Games,11,2,"0 .. 20,000",0,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,
1254140,"SpiderClimber is a role-playing adventure game<br><br>SpiderClimber has advanced physics engine and innovative operation. Every hill, branch and stone can bring you many challenges.<br><br><ul class=""bb_ul""><li>find your way home with just one thread.</li></ul><br><ul class=""bb_ul""><li>looking for the meaning of life in constant failures and setbacks.</li></ul><br><ul class=""bb_ul""><li>Lost, back again and again, this journey home seems to be painful, 60% of our testers, struggling on the ground for 30 minutes or more, 80% lost for 1 hour or more, good luck.</li></ul><br><ul class=""bb_ul""><li>unexpected rewards are waiting for the little spider. </li></ul>",,,,,,,ARC Studio,,0.0,,,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1254140/header.jpg?t=1583974364,,,,,SpiderClimber,,,,,,,,,,5.99,5.99,ARC Studio,,,,"Mar 9, 2020",0,,"The little spider trapped in the online ball can't move. You will control the firefly, light up the way for the little spider, and lead the little spider home. All the way, and fell all over the body, but will cheer up, always go, always go",https://store.steampowered.com/app/1254140/,,,"English<strong>*</strong>, Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",,,SpiderClimber,ARC Studio,ARC Studio,0,0,"0 .. 20,000",0,0.0,20000.0,10000.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1254720,0,0.0,0,0,0,0,0,0,angelos siskos,,0.0,0,0,0,0,0,,0,2.0,The Last Bee,0,0,0,False,False,True,0,,,0.0,0.0,0,angelos siskos,0.0,,"May 1, 2020",0,7.0,Apis and Lili are two of the last bees in the world. They are trapped in some hideous caves among ants and other creatures.Help Apis find the key and free Lili.,https://store.steampowered.com/app/1254720/,0,0,0,game,0,The Last Bee,angelos siskos,angelos siskos,8,7,"0 .. 20,000",0,,,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1256530,0,0.0,0,0,0,0,0,0,"Fordays Co.,Ltd.",71.0,1.0,0,0,0,0,0,,0,2.0,Sentimental K,0,0,0,False,True,True,0,7.24,24.99,0.0,0.0,0,WanderLux Games,0.0,320.0,"Jan 17, 2022",0,9.0,"'Sentimental K' is a 3D roguelike action game. Weapons, skills, artifacts, bosses, dungeon layouts are randomly generated each time you play. Make strategic choices to create powerful synergies and enjoy the unexpected and challenging play!",https://store.steampowered.com/app/1256530/,0,0,0,game,0,Sentimental K,"Fordays Co.,Ltd.",WanderLux Games,294,60,"20,000 .. 50,000",1,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,,,,
1259610,0,0.0,0,0,0,0,0,0,GENIE,0.0,2.0,0,0,0,0,0,,0,1.0,Virus Buster,0,0,0,False,True,True,0,0.99,0.99,0.0,0.0,0,GENIE,0.0,,"Mar 14, 2020",0,6.0,Protect me from viruses! I will take my clothes off if you help!,https://store.steampowered.com/app/1259610/,0,0,0,game,0,Virus Buster,GENIE,GENIE,0,0,"0 .. 20,000",0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1260730,0,0.0,0,0,0,0,0,0,dipgames,,0.0,0,0,0,0,0,,0,0.0,EMPTY₁ First-Person Adventure,0,0,0,False,False,True,0,,,0.0,0.0,0,dipgames,0.0,,To be announced,0,5.0,EMPTY₁ First-Person Adventure is a first-person action adventure game set in the 1950s. Outstanding scientists and great minds of the Soviet Union united in the revolutionary development of a colossally new historical community.,https://store.steampowered.com/app/1260730/,0,0,0,game,0,GIGLET₁ First-Person Adventure,,,0,0,"0 .. 20,000",0,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
1263720,0,0.0,0,0,0,0,0,0,Meng Games,0.0,0.0,0,0,0,0,0,,0,1.0,The Long Sky VR,0,0,0,False,False,True,0,0.99,0.99,0.0,0.0,0,Meng Games,0.0,,"Mar 23, 2020",0,5.0,"This game is the VR version of my other game &quot;Long Sky&quot;, which integrates all the optimizations of the latter and is completely re-created for VR control. In the game, players will come to the spacecraft, avoid meteorites and enemies in a 3D parallel battlefield.",https://store.steampowered.com/app/1263720/,0,0,0,game,0,The Long Sky VR,Meng Games,Meng Games,6,1,"0 .. 20,000",0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,,,,,
1265810,0,0.0,0,0,0,0,0,0,ECHTNICE GmbH,,0.0,0,0,0,0,0,,0,1.0,Spacen: The Beginning,0,0,0,False,False,True,0,,,0.0,0.0,0,ECHTNICE GmbH,0.0,,"Apr 10, 2020",0,8.0,"As Gary Rogers, the player battles through hordes of enemy spaceships in several missions, evading projectiles, asteroids and defeating powerful bosses. Gary collects debris from destroyed enemies and exchanges them at the home base for ship and weapon upgrades.",https://store.steampowered.com/app/1265810/,0,0,0,game,0,Spacen: The Beginning,ECHTNICE GmbH,ECHTNICE GmbH,13,7,"0 .. 20,000",0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,
1268870,0,0.0,0,0,0,0,0,0,Mk-II,0.0,0.0,0,0,0,0,0,,0,1.0,Deskmate Girl,0,0,0,False,False,True,0,1.99,1.99,0.0,0.0,0,Mk-II,0.0,228.0,"Jun 29, 2020",0,5.0,Can you become a perfect boyfriend and let your girlfriend open her heart to you?,https://store.steampowered.com/app/1268870/,0,0,0,game,0,Deskmate Girl,Mk-II,Mk-II,143,78,"20,000 .. 50,000",1,,,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,
